iter	Logloss
399	0.2971168914
400	0.2970689596
401	0.2970362408
402	0.297007821
403	0.2970027817
404	0.296989547
405	0.296969096
406	0.2969375032
407	0.2968851656
408	0.2968457304
409	0.2967793369
410	0.2967330591
411	0.2967123767
412	0.2966924259
413	0.2966388969
414	0.2965993508
415	0.2965643131
416	0.2965609493
417	0.2965362637
418	0.2965204157
419	0.2964782723
420	0.2964220431
421	0.2964029972
422	0.2963754557
423	0.2963190392
424	0.2962708803
425	0.296261946
426	0.2962291063
427	0.2961905066
428	0.2961582322
429	0.2961223427
430	0.2960744479
431	0.2960654589
432	0.2960106301
433	0.2960013071
434	0.2959529656
435	0.2959111315
436	0.2958808069
437	0.2958463415
438	0.2958197595
439	0.2957861676
440	0.2957425685
441	0.2956820995
442	0.2956664262
443	0.2956416753
444	0.2955970589
445	0.2955528506
446	0.2955337445
447	0.2955097925
448	0.2954013781
449	0.2953514
450	0.2952982073
451	0.2952109297
452	0.2952059829
453	0.2951782602
454	0.2951730415
455	0.2951604156
456	0.2951499578
457	0.2951337573
458	0.2950839481
459	0.2950340863
460	0.2950278331
461	0.2949819693
462	0.2949420861
463	0.2949309841
464	0.2948930243
465	0.294857519
466	0.2948291498
467	0.2947824534
468	0.2947398753
469	0.2946779501
470	0.2946595781
471	0.2946572741
472	0.2946010883
473	0.2945642607
474	0.2945464828
475	0.2945218019
476	0.2944784536
477	0.2943936857
478	0.2943262989
479	0.2942942601
480	0.294252611
481	0.2942174451
482	0.2941998086
483	0.2941927664
484	0.2941904217
485	0.2941640939
486	0.2941585616
487	0.2940697508
488	0.2940599628
489	0.2940078498
490	0.2939830986
491	0.2939267628
492	0.2938815853
493	0.2938394965
494	0.2938057049
495	0.2937646721
496	0.2937349375
497	0.2936645481
498	0.2936071602
499	0.2935494923
500	0.2935055625
501	0.2934685022
502	0.2934506503
503	0.2934039115
504	0.2934018627
505	0.2933506939
506	0.2933022306
507	0.2932624164
508	0.29324795
509	0.2932072665
510	0.2931721855
511	0.2931094529
512	0.2930746276
513	0.2930403165
514	0.2930002671
515	0.2929516594
516	0.2929241413
517	0.2928782441
518	0.2928525447
519	0.2928302657
520	0.2927866995
521	0.2927641987
522	0.2927025517
523	0.2926483091
524	0.292619857
525	0.2925868194
526	0.2925501156
527	0.2925167529
528	0.2925022621
529	0.2924699957
530	0.2924479061
531	0.2924379349
532	0.2923950103
533	0.2923718654
534	0.2923431903
535	0.2922997567
536	0.2922492871
537	0.2922156456
538	0.2921984269
539	0.2921661471
540	0.2921454021
541	0.2921209511
542	0.2921079919
543	0.2920839518
544	0.2920354818
545	0.2920225717
546	0.2919637293
547	0.2919246803
548	0.2918943557
549	0.2918902359
550	0.2918546354
551	0.2918287864
552	0.2917473922
553	0.2917156306
554	0.2916421943
555	0.291610357
556	0.291579868
557	0.291556099
558	0.291520602
559	0.2914903007
560	0.2914877597
561	0.2914489593
562	0.2913985728
563	0.2913734054
564	0.2913366405
565	0.2913054319
566	0.291261102
567	0.2912204894
568	0.291178132
569	0.2910967236
570	0.2910642987
571	0.291013166
572	0.2909944172
573	0.2909530518
574	0.2909165896
575	0.2908824777
576	0.2908431368
577	0.2908202467
578	0.2907864768
579	0.290738237
580	0.2907089615
581	0.290675891
582	0.2906430386
583	0.2906067243
584	0.2905657052
585	0.2905433008
586	0.2905224793
587	0.2904790687
588	0.2904716311
589	0.2904703102
590	0.2904449706
591	0.2904064481
592	0.2903704049
593	0.2903405393
594	0.2903105009
595	0.2902649273
596	0.2902581842
597	0.2901957409
598	0.2901506474
599	0.2901056038
600	0.290079023
601	0.2900536611
602	0.2900046693
603	0.2900035134
604	0.2899674019
605	0.2899574137
606	0.2899556436
607	0.2899245274
608	0.2898864385
609	0.2898563895
610	0.2898280439
611	0.2898078291
612	0.2898029513
613	0.2897882794
614	0.2897526398
615	0.2896962404
616	0.2896711586
617	0.2896693934
618	0.2896513802
619	0.289619069
620	0.2895919962
621	0.2895643259
622	0.2894919711
623	0.2894801189
624	0.2894121012
625	0.2893965389
626	0.289371124
627	0.2893272305
628	0.2893163065
629	0.2892775541
630	0.2892490291
631	0.2891656378
632	0.2891004528
633	0.2890675163
634	0.2890069474
635	0.2889940545
636	0.2889658786
637	0.2889129078
638	0.2888566749
639	0.2888443769
640	0.2888118189
641	0.2887522932
642	0.2887204514
643	0.2887082352
644	0.2887036301
645	0.288642289
646	0.2886300796
647	0.2886062069
648	0.2885864768
649	0.2885587187
650	0.2885225655
651	0.2885028828
652	0.2884755617
653	0.2884157749
654	0.2883596087
655	0.2883471765
656	0.2883292915
657	0.2883141021
658	0.288289133
659	0.2882691351
660	0.2882356597
661	0.2881989224
662	0.2881888692
663	0.2881656901
664	0.2881504227
665	0.2881070175
666	0.288086802
667	0.2880790918
668	0.2880778221
669	0.2880450059
670	0.2879758304
671	0.2879418978
672	0.2878855876
673	0.287881756
674	0.2878550385
675	0.287830806
676	0.2877797781
677	0.2877432799
678	0.2877135442
679	0.2876775435
680	0.2876735003
681	0.2876489334
682	0.2876245815
683	0.2875919696
684	0.2875133701
685	0.2874881569
686	0.2874228029
687	0.2873965492
688	0.2873901474
689	0.2873506547
690	0.2873398495
691	0.2873337235
692	0.2872797319
693	0.2872544568
694	0.287214478
695	0.2872030695
696	0.2872002659
697	0.2871633317
698	0.2871247687
699	0.2870896688
700	0.2870699155
701	0.2870485602
702	0.2870250817
703	0.2870092467
704	0.2869729342
705	0.2869549594
706	0.2869066508
707	0.2869001876
708	0.2868493547
709	0.2868027783
710	0.2867841266
711	0.2867332316
712	0.2866716351
713	0.2866156105
714	0.2865756379
715	0.2865671786
716	0.2865121112
717	0.2864604257
718	0.2864566216
719	0.2864437324
720	0.2864101337
721	0.286390315
722	0.2863433106
723	0.2863381054
724	0.2863191989
725	0.2863090117
726	0.2862756532
727	0.2862452415
728	0.2862180695
729	0.2861968068
730	0.2861956199
731	0.2861940356
732	0.2861622652
733	0.2861078223
734	0.2860474642
735	0.2860220707
736	0.2859900396
737	0.2859664895
738	0.2859636271
739	0.2859512612
740	0.2859216236
741	0.2858666614
742	0.2858305156
743	0.285800901
744	0.2857855516
745	0.2857476666
746	0.2857443573
747	0.2857181992
748	0.2856712572
749	0.2856407197
750	0.2855745326
751	0.2855423406
752	0.2855112791
753	0.2854488205
754	0.2854015022
755	0.2853837153
756	0.2853615764
757	0.2853559906
758	0.2853493281
759	0.2852946101
760	0.285267286
761	0.285242726
762	0.2852229286
763	0.2852218514
764	0.28519317
765	0.2851681105
766	0.2851321355
767	0.2851207029
768	0.2850865265
769	0.2850391244
770	0.2850356517
771	0.285023787
772	0.2849945869
773	0.2849719537
774	0.2849467251
775	0.2849036527
776	0.2848577028
777	0.2848080659
778	0.2847890498
779	0.284782266
780	0.2847766198
781	0.2847610519
782	0.2847600162
783	0.2847454007
784	0.2847023087
785	0.2846937245
786	0.28464831
787	0.284632941
788	0.2846110928
789	0.2845824293
790	0.2845691276
791	0.2845133871
792	0.2844727518
793	0.2844525939
794	0.2844332965
795	0.2844260808
796	0.2844117138
797	0.2844076822
798	0.2843901845
799	0.2843871786
800	0.2843445493
801	0.284339995
802	0.2843018547
803	0.2842670655
804	0.2842399633
805	0.2841994802
806	0.2841880462
807	0.2841452623
808	0.2841278066
809	0.2840672926
810	0.2840147674
811	0.2839638782
812	0.2839624159
813	0.2839558638
814	0.283935231
815	0.2838897501
816	0.283884341
817	0.2838561823
818	0.2838138773
819	0.2837922233
820	0.2837741435
821	0.2837541954
822	0.2837093423
823	0.2837052522
824	0.2836751565
825	0.2836632941
826	0.2836133717
827	0.2835536196
828	0.2835527677
829	0.2835168451
830	0.2834954832
831	0.2834817795
832	0.2834635833
833	0.2834386207
834	0.2834140414
835	0.2833774855
836	0.2833412737
837	0.2833301227
838	0.2832883615
839	0.2832418588
840	0.2831917269
841	0.2831626219
842	0.2831335236
843	0.283117234
844	0.2830790326
845	0.2830612384
846	0.2830335095
847	0.2829879628
848	0.2829745327
849	0.2829480797
850	0.2829443772
851	0.2829055345
852	0.2828618694
853	0.2828197723
854	0.2827805769
855	0.2827399099
856	0.2826852009
857	0.2826424714
858	0.2826021142
859	0.2825673764
860	0.2825451105
861	0.2824994859
862	0.2824851933
863	0.2824776709
864	0.2824513599
865	0.2824023059
866	0.2823931307
867	0.2823735583
868	0.282355571
869	0.2823379588
870	0.2823027971
871	0.2822580343
872	0.2822366611
873	0.2822037292
874	0.282202397
875	0.2821865537
876	0.2821476554
877	0.2821126873
878	0.2821071587
879	0.2820925183
880	0.2820704589
881	0.2820532856
882	0.28199417
883	0.2819593919
884	0.2819575974
885	0.2819326424
886	0.281926063
887	0.2819032203
888	0.2818723045
889	0.281835178
890	0.2818108117
891	0.281773442
892	0.2817517444
893	0.2817263621
894	0.281700605
895	0.2816693135
896	0.2816450864
897	0.2815893995
898	0.281551273
899	0.2815416397
900	0.2815333941
901	0.2815039046
902	0.2814923864
903	0.2814583651
904	0.2814215576
905	0.2813828573
906	0.281363635
907	0.2813400281
908	0.2813081839
909	0.2812783329
910	0.2812730626
911	0.2812500827
912	0.2812153892
913	0.2811940026
914	0.2811844171
915	0.2811531687
916	0.2811113198
917	0.2810967582
918	0.2810329816
919	0.2809847414
920	0.2809620435
921	0.2809193343
922	0.2808882384
923	0.2808425974
924	0.2808295279
925	0.2808134678
926	0.2807926415
927	0.2807602217
928	0.2807243555
929	0.2807079526
930	0.2806857646
931	0.2806501644
932	0.280619287
933	0.2806142838
934	0.2805802293
935	0.2805470509
936	0.2805450053
937	0.2804951366
938	0.2804802082
939	0.2804110127
940	0.2804008659
941	0.2803833507
942	0.2803488435
943	0.280318755
944	0.2803127665
945	0.2802766893
946	0.2802723104
947	0.2802680809
948	0.2802552756
949	0.2802118764
950	0.2801782547
951	0.2801452494
952	0.2801047253
953	0.2800794568
954	0.2800515478
955	0.2800123775
956	0.2799977321
957	0.27999102
958	0.2799565352
959	0.2799193897
960	0.2798619175
961	0.2798377256
962	0.2797997325
963	0.2797807114
964	0.2797727563
965	0.2797641464
966	0.2797565883
967	0.2797130343
968	0.2796740679
969	0.279653488
970	0.2796284233
971	0.2796092892
972	0.2796045424
973	0.2795814274
974	0.2795329123
975	0.2794922107
976	0.2794639242
977	0.2794272351
978	0.2793875687
979	0.279365532
980	0.2793252838
981	0.2792718724
982	0.2792395319
983	0.2791997345
984	0.2791631521
985	0.2791339161
986	0.2791050344
987	0.2790717798
988	0.2790313702
989	0.2789837962
990	0.2789455185
991	0.2789221965
992	0.2788796243
993	0.2788751419
994	0.2788452707
995	0.2788445979
996	0.2788052297
997	0.2787900402
998	0.2787532785
999	0.2787344736
